target,holiday,offset,actual_lift,old_lift,new_lift,old_err,new_err,winner
2018-09-23,MidAutumn,-1,0.9889990212652372,1.0622768868712085,0.7316100004244662,0.07327786560597127,0.257389020840771,old
2018-09-24,MidAutumn,0,0.8069543553696948,0.8968968889383592,0.7755592342629144,0.08994253356866433,0.031395121106780444,new
2018-09-25,MidAutumn,1,0.831447637690186,1.0001669621631935,0.9821469502101108,0.16871932447300741,0.15069931251992474,new
