,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
2016,0.7810173352381659,0.828069775107858,0.8068031356187316,0.7477882110364059,0.6621899870926723,0.5481476328322321,0.49471520111580214,0.7323698974067894,0.8356073182179281,1.0335620441461442,1.256131559293183,1.3136524351519057,1.29732894335416,1.1180296366233675,1.0138702127710861,1.0434079598336732,0.9654179434666668,1.0911213894525083
2017,1.0418545470779945,0.9401982231349613,0.771753203268003,0.7670878164203759,0.6659225858297245,0.5151569266485111,0.4901111656770391,0.7241171480869681,0.8565822248071888,0.9894920012681605,1.0935494775009498,1.1533825263348039,1.064460683008602,1.0668256256502562,1.093076488972619,1.0370273483654122,1.0547644181778193,1.0551140675923032
2018,0.9791472402089588,0.9786453707880419,0.8659732959378026,0.7187726049284774,0.6626492645436511,0.4772945482727115,0.393109537695472,0.5961874140879357,0.7453968227997134,0.9897172730598748,1.0423851545530831,1.0482371413856617,1.0472618102468987,1.0053225712800846,1.001665079509723,1.011662223682045,0.8385409465515914,0.8858445067816026
2019,0.9634336757077764,0.9822457856546812,0.959417607292145,0.9167204588733273,0.7784831565668584,0.6087514230009644,0.5193410577476978,0.7677031834512162,0.9475807740671263,1.0564373653329238,1.266752527098882,1.2914830536582962,1.1610665161612144,1.205031896711284,1.198056619989398,1.1703668851237292,1.1037846982329986,1.1325312932080442
2023,1.4095989480604865,1.2447950909489374,1.0826210826210825,1.0874424720578568,1.0620206004821389,0.9936445321060706,0.9651545036160422,1.4179268025421874,1.980276134122288,2.49002849002849,2.732851194389656,2.6649134341442036,2.685952224413763,2.43655489809336,2.1034407188253343,1.9368836291913216,1.7988165680473374,1.614288845058076
2024,0.9309919696249688,0.8877425292450027,0.8022858036749497,0.7102287619023316,0.5999340043068362,0.5511264029141839,0.46619075493907014,0.7018915203833019,0.9098014807641019,1.1465444013982122,1.254233771019011,1.2090737127909341,1.1762458243097553,1.1481076341830305,0.9931738959543975,0.8644677300043787,0.8705469686120043,0.992131740764519
2025,0.8338044412032722,0.8535253752759085,0.8177669805656705,0.7536769346619366,0.6293477469001865,0.4977293479090417,0.45812004915308596,0.7337347529966116,0.8615022479420384,0.9973841478409423,1.066700420663865,1.0627119843308,1.0376811080336337,1.0510217399062993,0.9833558545315413,0.9447092817870151,1.004673359070337,1.0031605039095193
2026,0.8518383805340849,0.7709398306897481,0.751024228436049,0.7051496687620109,0.6131258514518146,0.5406055894521377,0.4831937153690601,0.7239664791672301,0.9044430402800627,1.0960448688587547,1.0824473197338154,1.0971436607072347,1.0574498051808963,0.9714693430373399,0.9357586079617413,0.9125466301626023,0.9779247451471597,1.0233872578780177
