,-2,-1,0,1
2016,1.1412796561557188,1.2349002529497426,1.0432009357048366,0.8491414353474764
2017,1.055422911006631,1.1199807535705213,1.0397725249305363,0.9155475854515354
2018,1.0853529224221952,1.091813356484232,1.0074836668933838,0.8780360642746123
2019,1.0723024628264692,1.0818561198366836,0.990141012538625,0.8831400540242232
2023,1.1479493235988831,1.2399223065961307,1.1682413570968433,1.02250766197513
2024,0.9935447846856769,1.057206476021443,0.9500979432053436,0.7867197163886737
2025,1.1250362273895587,1.278952859730628,1.1605667909855335,0.9849779891481643
2026,0.9618924657817824,0.9690664847688184,1.0151236866655893,0.910956930973827
