,2015,2016,2017,2018,2019,2023,2024,2025,2026
2015,1.0,-0.7259833368903645,-0.12623678375404201,-0.8413433043454441,0.17251443898388727,-0.9252628795921163,-0.8011735150452942,0.1355210325812607,0.4916890983965475
2016,-0.7259833368903645,1.0,-0.0786898214571561,0.9299055412099606,-0.24073987900272342,0.8537712049270425,0.7981896231188959,0.04186339122901518,0.8271502750771157
2017,-0.12623678375404201,-0.0786898214571561,1.0,-0.02227704192792117,0.14949111441124682,0.07300376232994954,-0.07840404002777936,0.004455312088234719,-0.9339373872631769
2018,-0.8413433043454441,0.9299055412099606,-0.02227704192792117,1.0,-0.29233078687535197,0.8970399769142546,0.7481214358497317,0.04910719136944315,0.3644602148357393
2019,0.17251443898388727,-0.24073987900272342,0.14949111441124682,-0.29233078687535197,1.0,-0.23680457162908028,0.10133960440715309,0.46887920110273235,-0.4308349091520549
2023,-0.9252628795921163,0.8537712049270425,0.07300376232994954,0.8970399769142546,-0.23680457162908028,1.0,0.8287549709135147,0.07906535742253525,-0.279595967032627
2024,-0.8011735150452942,0.7981896231188959,-0.07840404002777936,0.7481214358497317,0.10133960440715309,0.8287549709135147,1.0,0.12695411538901555,0.2404882449313012
2025,0.1355210325812607,0.04186339122901518,0.004455312088234719,0.04910719136944315,0.46887920110273235,0.07906535742253525,0.12695411538901555,1.0,-0.6309881713427118
2026,0.4916890983965475,0.8271502750771157,-0.9339373872631769,0.3644602148357393,-0.4308349091520549,-0.279595967032627,0.2404882449313012,-0.6309881713427118,1.0
