,-3,-2,-1,0,1,2,3
2016,0.9799414688530683,1.0855576717610442,1.1399266037998792,1.0730710270822688,1.0486180145863335,1.0754122729595392,1.0345705393227111
2017,0.8737537053285427,1.1070057720671103,1.1612387606737098,1.0301757048744282,0.9402895478320091,0.9666528061824393,1.017370693675648
2018,1.057931789616538,1.0618180696600275,1.0017966334328035,0.9763199087032624,0.997478544495593,1.0555568407010725,1.0179894669473422
2019,0.9464252664228665,1.0197000306836013,1.0619179412179318,1.1356779688181415,1.1576765735410113,1.2149376475990687,1.3186222478002407
2023,0.9569834245202574,1.146428149061055,1.170479089251147,1.048307284372491,0.9953255030841722,1.0042138940239889,0.9869599586702271
2024,0.8776406306218093,0.8648774439685133,0.960121008886658,0.9911369248398291,0.9383000768665066,1.0494633154597304,1.101751209168395
2025,0.9900650682982417,1.0545525998862564,1.0883317830990258,1.0745130263301657,1.0503650978350865,1.0359880074594037,0.9742921439055021
