,0,1,2,3,4,5,6
2016,1.2050663556356918,1.3128278645852292,1.273714428003545,1.268925027605788,1.1930928546412987,1.14094160586572,0.969853580545837
2017,0.9381516206197252,1.013097318508987,0.9556685145050852,0.8068857828965209,0.8997918403391267,1.0126538528410034,0.9246259177462195
2018,1.0987291514862902,1.204041470397549,1.1895004389160782,1.1333191809194862,1.2044821077151693,1.0106016879622246,0.8654116918063263
2019,1.1142779490493386,1.3207763362008178,1.2906525743989974,1.3231862371449634,1.1197002261736664,1.105030604329312,0.934319896351528
2023,1.3034981286973317,1.3366986599058313,1.3133073765543883,1.2531314137389833,1.0875060364602196,0.9003757696486779,0.8092629482071713
2024,1.1853761109248375,1.2770247950423286,1.2411622664746147,1.2239482527621122,1.213269188699726,1.1664088180379133,0.8869998732414577
2025,1.2126966538740378,1.2679474995863638,1.2517584076975372,1.1828433743359261,1.102789057564572,0.9839700345273118,1.0078823629135605
