,-2,-1,0,1
2016,0.8529467836790682,0.9009778216213918,1.0946854142019724,1.1194926535787768
2017,1.0803636703833168,1.0248173568409327,0.855510252681176,0.7356854540351594
2018,1.0746245498244507,1.144016135076934,1.00604298307686,0.8591596275229654
2019,0.7972182771235922,0.8291434941708755,0.9927222253274325,1.045778895563156
2023,0.9047922773171274,0.9248586396439654,0.9232533306578184,1.0356249596881113
2024,1.1104242825870863,1.0612985404592095,0.8590160728738342,0.7174183455640715
2025,0.9293729845001558,0.9872438364714446,1.1333415687090393,1.0932656298762091
2026,,,,
