target_date,horizon,y,lag_365,is_hol,lgbm_l2,lgbm_q,xgb,cat,lgbm_bag,v3_2stage,dow,ridge,enet,xtrees,rf
2025-10-12,1,7363.0,7325.0,0,6901.230171627025,6871.154467207912,7006.481,7073.132930356874,6998.002777541293,6901.230171627025,6,7653.803478499536,7316.99193633078,6987.019421488552,6913.461323574265
2025-10-13,1,7299.0,6537.0,0,6468.117407627825,6377.995449121545,6493.2676,6581.112549832272,6569.347470133723,6468.117407627825,0,7254.955921294459,6929.20032319603,6532.492192755509,6501.5560375810865
2025-10-14,1,7279.0,6507.0,0,6686.541521728745,6444.467840963254,6551.901,6754.697235379351,6694.43342453894,6686.541521728745,1,6737.162512986659,6622.925734320464,6578.327871719756,6531.976114989335
2025-10-15,1,7258.0,6750.0,0,7088.577886193555,6742.281281264695,6926.099,6761.219667294196,7026.80053857305,7088.577886193555,2,6634.261806626591,6813.649651686926,6807.686936162899,6841.426618008778
2025-10-16,1,7640.0,6822.0,0,7154.489301556039,6957.285957998095,7168.36,6943.625394381276,7159.528176224264,7154.489301556039,3,7290.638635243871,7427.33267471533,6899.130744053088,7087.864101911712
2025-10-17,1,7867.0,6926.0,0,7421.929778914895,7162.541102453426,7381.1484,7202.025886767077,7335.866624764002,7421.929778914895,4,7391.037416347042,7626.758452361172,7433.203035249041,7314.5648976292805
2025-10-18,1,8454.0,7265.0,0,8055.584807400107,7486.586683697044,7813.7314,7797.224723765576,8004.174446967326,8055.584807400107,5,8056.043583909464,8105.188300501324,8026.656175987428,7996.4940904277055
2025-10-19,1,7329.0,7391.0,0,7529.340080198835,7087.4176316357525,7265.301,7091.651847892977,7528.282632806554,7529.340080198835,6,7585.627379012637,7584.280571375435,7415.29562746637,7431.352681692185
2025-10-20,1,6662.0,7127.0,0,6759.110799011132,6624.390103991004,6626.3965,6657.32111631342,6526.313866703868,6759.110799011132,0,7045.260509867371,7323.654582979281,6718.680553122346,6729.5781411832495
2025-10-21,1,7106.0,6594.0,0,6913.326763744743,6594.345141460237,6646.54,6706.750146263462,6703.348483827826,6913.326763744743,1,6934.236007826502,7178.96139197732,6736.626369876416,6728.527202397203
2025-10-22,1,7095.0,6428.0,0,7067.245001381168,6695.037978713788,6728.7256,6904.189268319476,6633.230587485404,7067.245001381168,2,7283.743659341484,7135.173374700085,6812.071335997136,6908.334429690182
2025-10-23,1,6697.0,6551.0,0,7237.259252847713,7146.117160638761,7130.292,7199.543328273502,7208.909642224425,7237.259252847713,3,7432.078268153894,7342.0186515264395,7014.69705887842,7179.642043488777
2025-10-24,1,7163.0,6855.0,0,7345.892941938519,7126.476299043202,7368.0474,7256.755109410749,7287.197041836633,7345.892941938519,4,6587.8200899857375,7314.419333876558,7324.036193810274,7311.122065066354
2025-10-25,1,7740.0,7090.0,0,7774.893587474596,7590.377194700386,7768.4116,7690.438231348653,7774.337032987743,7774.893587474596,5,7142.07130523807,7742.275434341365,7903.022626933971,7965.995765819964
2025-10-26,1,7128.0,7869.0,0,7170.325345481676,6980.722994182007,7145.984,7052.47218442627,7141.211614775628,7170.325345481676,6,6596.148760849235,7197.979246305633,7271.435606197381,7070.576768090115
2025-10-27,1,6818.0,6784.0,0,6783.470586783571,6694.822404448411,6663.0513,6623.273563511627,6653.892762482029,6783.470586783571,0,6130.85943803228,6759.680106257069,6676.768023491059,6669.4139363832255
2025-10-28,1,7071.0,6256.0,0,6677.168248324301,6683.920748123292,6947.4927,6821.604764613961,6651.571474734988,6677.168248324301,1,6810.837873736546,6706.5343407521805,6805.378275990264,6759.775346877166
2025-10-01,2,8165.0,7437.0,1,7778.387957952144,7072.689980783482,7315.898,7346.714714159078,8073.367036801191,7831.309398626604,2,8430.592036385548,8067.3015025172635,7512.235759652839,7041.451372398828
2025-10-02,2,8537.0,8012.0,1,8077.974194672925,7424.163011993433,7146.688,7498.718044506626,8239.659396023728,8114.90216984583,3,7138.401202629454,8377.788594846348,7590.644949167984,7498.539273968083
2025-10-03,2,8428.0,7787.0,1,7741.143010309704,7336.302682585413,7227.7803,7811.878000375189,8166.262064337064,7731.922943081174,4,7267.771786181048,8442.332469036674,7726.340674725195,7573.037693953065
2025-10-04,2,7964.0,7679.0,1,8003.072094993037,7599.453614473095,7886.6987,7789.672462466304,8164.88439135794,8022.727608699885,5,6943.761409100571,8464.738056406779,7995.126392310498,8022.5446475462195
2025-10-05,2,7425.0,7612.0,1,7401.911096029568,6776.208406848534,6849.6655,7159.122708409117,6836.831594316663,7418.529770769651,6,4784.626387419435,7034.540685188192,7131.198663872617,7264.570760163966
2025-10-06,2,6625.0,7318.0,1,6220.361491111791,6529.941023518565,6256.806,6684.13647925259,6045.107793166292,6248.546484108088,0,4883.999618078021,6403.6916110780685,5940.56223578741,6332.495634210458
2025-10-07,2,6786.0,5565.0,1,5879.498552867829,6537.615518916144,6660.081,6835.963669629126,6127.319067262408,5917.8495335594425,1,4162.30139223269,5321.191141601874,6160.8703614217575,6768.1147564904595
2025-10-08,2,6012.0,5113.0,0,6257.525696086231,6720.857367256286,6773.81,6624.705938864459,6519.240801073142,6257.525696086231,2,6715.996449136238,7305.948490384471,7032.787439357182,7065.057078596703
2025-10-09,2,6156.0,5458.0,0,6831.921424158994,6768.706930092046,6837.0454,6633.703399212257,6863.843529787456,6831.921424158994,3,5992.403600167336,7344.20217562064,6500.045207162332,6994.031571229017
2025-10-10,2,6655.0,5671.0,0,7192.15734270649,7139.643218695322,7150.828,6928.991320066385,7112.82469599462,7192.15734270649,4,6351.745694401147,7557.927105186387,7136.696501829278,7290.655043413341
2025-10-11,2,7427.0,6528.0,0,7095.875151104583,7293.32586661167,7331.526,7175.250235286853,7045.382253658062,7095.875151104583,5,8026.31661218168,7678.395712933418,7233.849817395228,7275.996362711367
2025-10-12,2,7363.0,7325.0,0,7017.8873089382905,6810.7309581811705,6887.4785,7064.19336682737,7112.187299310232,7017.8873089382905,6,8093.480589091483,7424.4464794404275,6997.474530414041,6953.306792920511
2025-10-13,2,7299.0,6537.0,0,6372.578412090959,6522.74288521078,6451.084,6402.941025490703,6524.477371844388,6372.578412090959,0,7510.19343030088,6918.950702506447,6445.971800888487,6532.082040213945
2025-10-14,2,7279.0,6507.0,0,6556.938941783486,6631.167728485366,6376.821,6538.590445421663,6737.495284547375,6556.938941783486,1,6899.515526689276,6612.265458977711,6467.507738808178,6471.397355071516
2025-10-15,2,7258.0,6750.0,0,6876.972935203454,6747.524503847488,6796.3794,6719.881126595226,6923.96956481778,6876.972935203454,2,6550.633387046378,6714.05360629558,6666.775629610191,6662.208476785303
2025-10-16,2,7640.0,6822.0,0,7081.067092577422,7048.42072462899,7006.2603,6740.052546058739,7152.840971196897,7081.067092577422,3,7365.812596047638,7351.359914043814,6788.326043269741,6944.479222955492
2025-10-17,2,7867.0,6926.0,0,7429.04952040201,7307.0471128110385,7439.2393,7069.307064575223,7411.81754979663,7429.04952040201,4,7481.111226800699,7567.038380178154,7256.729017789685,7228.363623462059
2025-10-18,2,8454.0,7265.0,0,8099.975448999011,7771.085285702255,7855.369,7600.7591965193715,8104.654221454613,8099.975448999011,5,8175.058589820718,7986.927996885697,8006.059186438751,7982.6829536482055
2025-10-19,2,7329.0,7391.0,0,7428.56095263664,7117.289041160579,7384.7725,7152.834678513978,7452.995961376648,7428.56095263664,6,7789.68751097824,7532.318967407319,7384.591910796814,7371.755690599385
2025-10-20,2,6662.0,7127.0,0,6620.64353769112,6538.397189921871,6686.7583,6538.629525324405,6685.69703752176,6620.64353769112,0,7217.09548204777,7134.6587125944625,6716.842322630848,6740.603830691144
2025-10-21,2,7106.0,6594.0,0,6347.166384905308,6626.083828970732,6530.1265,6811.491013564436,6442.81772944889,6347.166384905308,1,7257.711344033667,7261.109669145482,6674.8787353398775,6625.393766411548
2025-10-22,2,7095.0,6428.0,0,6269.205787070185,6681.514020244251,6741.485,6774.576609795206,6304.279377647824,6269.205787070185,2,7528.654901298411,7259.0030037189135,6763.632632440784,6750.058331631104
2025-10-23,2,6697.0,6551.0,0,6730.991270880902,6947.906971307119,7064.4277,6828.805288255637,6945.658021667555,6730.991270880902,3,7753.535614991428,7438.7144041051515,6828.540607851796,6992.529461827942
2025-10-24,2,7163.0,6855.0,0,7290.864598055858,7089.827632815326,7275.939,7037.472433465069,7271.686545014675,7290.864598055858,4,7743.885212176773,7548.0270145944005,7219.2949540304435,7226.063535214729
2025-10-25,2,7740.0,7090.0,0,7869.6872023040305,7706.314476434177,7896.213,7807.843794887194,7811.116973267653,7869.6872023040305,5,7274.95367845868,7774.637612827162,7917.956870440344,7964.184734258124
2025-10-26,2,7128.0,7869.0,0,7092.204036704359,6959.46118049398,7091.69,7037.738172532439,7058.633985967344,7092.204036704359,6,6694.161055659752,7194.545216557847,7338.5121263167375,7092.401954455784
2025-10-27,2,6818.0,6784.0,0,6729.424176638331,6641.393976275923,6587.0557,6655.979612445216,6681.294317195899,6729.424176638331,0,6161.771933674652,6708.3082538328745,6701.702417515793,6644.844676740646
2025-10-28,2,7071.0,6256.0,0,6804.965193653236,6640.992154774719,6765.946,6883.516939677059,6809.819299629254,6804.965193653236,1,7037.92643429943,6770.011084532576,6792.233039748184,6785.922756911239
