date,demand,floortables
3/19/2026,7244,289
3/20/2026,7336,289
3/21/2026,7576,287
3/22/2026,6941,287
3/23/2026,6779,287
3/24/2026,6916,287
3/25/2026,6997,287
3/26/2026,6924,287
3/27/2026,6814,287
3/28/2026,7429,287
3/29/2026,7101,287
3/30/2026,6459,287
3/31/2026,6022,287
4/1/2026,6286,287
4/2/2026,6375,287
4/3/2026,6704,287
4/4/2026,6754,287
4/5/2026,7075,287
4/6/2026,6349,287
4/7/2026,6310,287
4/8/2026,6629,287
4/9/2026,6709,287
4/10/2026,7046,287
4/11/2026,7719,287
4/12/2026,7188,287
4/13/2026,6645,287
4/14/2026,7135,287
4/15/2026,7167,287
4/16/2026,7122,287
4/17/2026,7299,287
4/18/2026,7958,287
4/19/2026,7374,287
4/20/2026,6813,287
4/21/2026,7027,287
4/22/2026,7141,287
4/23/2026,7310,287
4/24/2026,7058,287
4/25/2026,7699,287
4/26/2026,6881,287
4/27/2026,6179,287
4/28/2026,6576,289
4/29/2026,6408,289
4/30/2026,7108,289
5/1/2026,8653,289
5/2/2026,8249,289
5/3/2026,7780,289
5/4/2026,7153,289
5/5/2026,6694,289
5/6/2026,6063,289
5/7/2026,6236,289
5/8/2026,6738,289
5/9/2026,7120,289
5/10/2026,6714,289
5/11/2026,6780,289
5/12/2026,6903,289
5/13/2026,6671,289
5/14/2026,6955,289
5/15/2026,6995,289
5/16/2026,7815,289
5/17/2026,7158,289
5/18/2026,6839,289
5/19/2026,6924,289
5/20/2026,6769,289
5/21/2026,6588,289
5/22/2026,6874,289
5/23/2026,7710,289
5/24/2026,7045,289
5/25/2026,6625,289
5/26/2026,6877,289
5/27/2026,7120,289
5/28/2026,6993,289
