date,demand,floortables
1/8/2023,3243,299
1/9/2023,3186,299
1/10/2023,3432,299
1/11/2023,3262,299
1/12/2023,3176,299
1/13/2023,3654,299
1/14/2023,3945,299
1/15/2023,3216,299
1/16/2023,2840,299
1/17/2023,2470,299
1/18/2023,2481,299
1/19/2023,2423,299
1/20/2023,2267,299
1/21/2023,2202,299
1/22/2023,3235,299
1/23/2023,4518,299
1/24/2023,5681,299
1/25/2023,6235,299
1/26/2023,6080,299
1/27/2023,6128,299
1/28/2023,5559,299
1/29/2023,4799,299
1/30/2023,4419,299
1/31/2023,4104,299
2/1/2023,3683,299
2/2/2023,3741,299
2/3/2023,4125,299
2/4/2023,4360,299
2/5/2023,3712,299
2/6/2023,3178,299
2/7/2023,3429,299
2/8/2023,3821,299
2/9/2023,3845,299
2/10/2023,4200,299
2/11/2023,4909,299
2/12/2023,4338,299
2/13/2023,3673,299
2/14/2023,3383,299
2/15/2023,3347,299
2/16/2023,3844,299
2/17/2023,4528,299
2/18/2023,4885,299
2/19/2023,4295,299
2/20/2023,3541,299
2/21/2023,3751,299
2/22/2023,3887,299
2/23/2023,4015,299
2/24/2023,4216,299
2/25/2023,4467,299
2/26/2023,3933,299
2/27/2023,3103,299
2/28/2023,3446,299
3/1/2023,3565,299
3/2/2023,3574,299
3/3/2023,4408,299
3/4/2023,4826,299
3/5/2023,3996,299
3/6/2023,3459,299
3/7/2023,3654,299
3/8/2023,3791,299
3/9/2023,3722,299
3/10/2023,4058,299
3/11/2023,4261,299
3/12/2023,4021,299
3/13/2023,3352,299
3/14/2023,3483,299
3/15/2023,3269,299
3/16/2023,3436,299
3/17/2023,4112,299
3/18/2023,4810,299
3/19/2023,4419,299
3/20/2023,3748,299
3/21/2023,3933,299
3/22/2023,4096,299
3/23/2023,4001,299
3/24/2023,4108,299
3/25/2023,4158,299
3/26/2023,3708,299
3/27/2023,3510,299
3/28/2023,3398,299
3/29/2023,3743,299
3/30/2023,3771,299
3/31/2023,3925,299
4/1/2023,3897,299
4/2/2023,3676,299
4/3/2023,3224,299
4/4/2023,3017,299
4/5/2023,3096,299
4/6/2023,3320,299
4/7/2023,4356,299
4/8/2023,4705,299
4/9/2023,4433,299
4/10/2023,3880,299
4/11/2023,4003,299
4/12/2023,4190,299
4/13/2023,4070,299
4/14/2023,4922,299
4/15/2023,5110,299
4/16/2023,4813,299
4/17/2023,4081,299
4/18/2023,4178,299
4/19/2023,4296,299
4/20/2023,4514,299
4/21/2023,5027,299
4/22/2023,5075,299
4/23/2023,4795,299
4/24/2023,4780,299
4/25/2023,5042,299
4/26/2023,4921,299
4/27/2023,4727,299
4/28/2023,5264,299
4/29/2023,5809,299
4/30/2023,6558,299
5/1/2023,6307,299
5/2/2023,5836,299
5/3/2023,4638,299
5/4/2023,4095,299
5/5/2023,3749,299
5/6/2023,3799,299
5/7/2023,3730,299
5/8/2023,3754,299
5/9/2023,4159,299
5/10/2023,4288,299
5/11/2023,4543,299
5/12/2023,4776,299
5/13/2023,5025,299
5/14/2023,4160,299
5/15/2023,3865,299
5/16/2023,4237,299
5/17/2023,4622,299
5/18/2023,4677,299
5/19/2023,5173,299
5/20/2023,4866,299
5/21/2023,4856,299
5/22/2023,4276,299
5/23/2023,4489,299
5/24/2023,4586,299
5/25/2023,5099,299
5/26/2023,5786,299
5/27/2023,5737,299
5/28/2023,4987,299
5/29/2023,4167,299
5/30/2023,4155,299
5/31/2023,3906,299
6/1/2023,4131,299
6/2/2023,4470,299
6/3/2023,5296,299
6/4/2023,5173,299
6/5/2023,4232,299
6/6/2023,4509,299
6/7/2023,4906,299
6/8/2023,5211,299
6/9/2023,5581,299
6/10/2023,5966,299
6/11/2023,5853,299
6/12/2023,5216,299
6/13/2023,5423,299
6/14/2023,5443,299
6/15/2023,5362,299
6/16/2023,4235,299
6/17/2023,5977,299
6/18/2023,5143,299
6/19/2023,4498,299
6/20/2023,4509,299
6/21/2023,4609,299
6/22/2023,4601,299
6/23/2023,5161,299
6/24/2023,5136,299
6/25/2023,4398,299
6/26/2023,4235,299
6/27/2023,4025,299
6/28/2023,4289,299
6/29/2023,4489,299
6/30/2023,4897,299
7/1/2023,5828,299
7/2/2023,5546,299
7/3/2023,4953,299
7/4/2023,4888,299
7/5/2023,4766,299
7/6/2023,5352,299
7/7/2023,5487,299
7/8/2023,5746,299
7/9/2023,5410,299
7/10/2023,4598,299
7/11/2023,4699,299
7/12/2023,4754,299
7/13/2023,5213,299
7/14/2023,5881,299
7/15/2023,6331,299
7/16/2023,5483,299
7/17/2023,5231,299
7/18/2023,4691,299
7/19/2023,5093,299
7/20/2023,5298,299
7/21/2023,5951,299
7/22/2023,6401,299
7/23/2023,5880,299
7/24/2023,5225,299
7/25/2023,5609,299
7/26/2023,5524,299
7/27/2023,5813,299
7/28/2023,5699,299
7/29/2023,6346,299
7/30/2023,5728,299
7/31/2023,5154,299
8/1/2023,4891,299
8/2/2023,5219,299
8/3/2023,5239,299
8/4/2023,5965,299
8/5/2023,6693,299
8/6/2023,6317,299
8/7/2023,5642,299
8/8/2023,5353,299
8/9/2023,5751,299
8/10/2023,5538,299
8/11/2023,5594,299
8/12/2023,5917,299
8/13/2023,5337,299
8/14/2023,4771,299
8/15/2023,4644,299
8/16/2023,5162,299
8/17/2023,4991,299
8/18/2023,6044,299
8/19/2023,6453,299
8/20/2023,6051,299
8/21/2023,5300,299
8/22/2023,5641,299
8/23/2023,5343,299
8/24/2023,4984,299
8/25/2023,5565,299
8/26/2023,6447,299
8/27/2023,6023,299
8/28/2023,4891,299
8/29/2023,4379,299
8/30/2023,4249,299
8/31/2023,4160,299
9/1/2023,2199,299
9/2/2023,4369,299
9/3/2023,4571,299
9/4/2023,4417,299
9/5/2023,4257,299
9/6/2023,5152,299
9/7/2023,5482,299
9/8/2023,5734,299
9/9/2023,6277,299
9/10/2023,5625,299
9/11/2023,5123,299
9/12/2023,5580,299
9/13/2023,5688,299
9/14/2023,5285,299
9/15/2023,5887,299
9/16/2023,6359,299
9/17/2023,5443,299
9/18/2023,5180,299
9/19/2023,5569,299
9/20/2023,5647,299
9/21/2023,5622,299
9/22/2023,5930,299
9/23/2023,6074,299
9/24/2023,5052,299
9/25/2023,4069,299
9/26/2023,4342,299
9/27/2023,4163,299
9/28/2023,3816,299
9/29/2023,4240,299
9/30/2023,6104,299
10/1/2023,6910,299
10/2/2023,7086,299
10/3/2023,6962,299
10/4/2023,6643,299
10/5/2023,5765,299
10/6/2023,4773,299
10/7/2023,4290,299
10/8/2023,3997,299
10/9/2023,3869,299
10/10/2023,4811,299
10/11/2023,4578,299
10/12/2023,5488,299
10/13/2023,5876,299
10/14/2023,6428,299
10/15/2023,5702,299
10/16/2023,5768,299
10/17/2023,5530,299
10/18/2023,5756,299
10/19/2023,5520,299
10/20/2023,6377,299
10/21/2023,6524,299
10/22/2023,6218,299
10/23/2023,5198,299
10/24/2023,5138,299
10/25/2023,5443,299
10/26/2023,5140,299
10/27/2023,5872,299
10/28/2023,5940,299
10/29/2023,5683,299
10/30/2023,4969,299
10/31/2023,5095,299
11/1/2023,5258,299
11/2/2023,5593,299
11/3/2023,5552,299
11/4/2023,5899,299
11/5/2023,5503,299
11/6/2023,4873,299
11/7/2023,4939,299
11/8/2023,5329,299
11/9/2023,5299,299
11/10/2023,5870,299
11/11/2023,6251,299
11/12/2023,5627,299
11/13/2023,5261,299
11/14/2023,5523,299
11/15/2023,5687,299
11/16/2023,6146,299
11/17/2023,6259,299
11/18/2023,6623,299
11/19/2023,5949,299
11/20/2023,5250,299
11/21/2023,5474,299
11/22/2023,5559,299
11/23/2023,5716,299
11/24/2023,6039,299
11/25/2023,6234,299
11/26/2023,5744,299
11/27/2023,5439,299
11/28/2023,5250,299
11/29/2023,5626,299
11/30/2023,5390,299
12/1/2023,5983,299
12/2/2023,6240,299
12/3/2023,5454,299
12/4/2023,5088,299
12/5/2023,5206,299
12/6/2023,5468,299
12/7/2023,5713,299
12/8/2023,5842,299
12/9/2023,6311,299
12/10/2023,5568,299
12/11/2023,5047,299
12/12/2023,5425,299
12/13/2023,5657,299
12/14/2023,5859,299
12/15/2023,6132,299
12/16/2023,6817,299
12/17/2023,6031,299
12/18/2023,5545,299
12/19/2023,5747,299
12/20/2023,6065,299
12/21/2023,5739,299
12/22/2023,5491,299
12/23/2023,6578,299
12/24/2023,6716,299
12/25/2023,6015,299
12/26/2023,5711,299
12/27/2023,5762,299
12/28/2023,5663,299
12/29/2023,6321,299
12/30/2023,6849,299
12/31/2023,6716,299
1/1/2024,6099,299
1/2/2024,5178,299
1/3/2024,5347,299
1/4/2024,5586,299
1/5/2024,5851,299
1/6/2024,6542,299
1/7/2024,6273,299
1/8/2024,5906,299
1/9/2024,5969,299
1/10/2024,5838,299
1/11/2024,5884,299
1/12/2024,6042,299
1/13/2024,6746,299
1/14/2024,5703,299
1/15/2024,5604,299
1/16/2024,5976,299
1/17/2024,5756,299
1/18/2024,5748,298
1/19/2024,5839,298
1/20/2024,6679,298
1/21/2024,6394,298
1/22/2024,5438,298
1/23/2024,5509,298
1/24/2024,5688,298
1/25/2024,5731,298
1/26/2024,6154,298
1/27/2024,6273,298
1/28/2024,5441,298
1/29/2024,5125,298
1/30/2024,4696,298
1/31/2024,4742,298
2/1/2024,4570,298
2/2/2024,5180,298
2/3/2024,5360,298
2/4/2024,5111,298
2/5/2024,4619,298
2/6/2024,4089,298
2/7/2024,3454,298
2/8/2024,3173,298
2/9/2024,2684,298
2/10/2024,4041,298
2/11/2024,5238,298
2/12/2024,6601,298
2/13/2024,7221,298
2/14/2024,6961,298
2/15/2024,6772,298
2/16/2024,6610,298
2/17/2024,5718,298
2/18/2024,4977,298
2/19/2024,5012,298
2/20/2024,5712,298
2/21/2024,6045,298
2/22/2024,5934,298
2/23/2024,5780,298
2/24/2024,5752,298
2/25/2024,4926,298
2/26/2024,4713,298
2/27/2024,5298,298
2/28/2024,5736,298
2/29/2024,6164,298
3/1/2024,6954,298
3/2/2024,7602,298
3/3/2024,6872,298
3/4/2024,6875,298
3/5/2024,6728,298
3/6/2024,6666,298
3/7/2024,6828,298
3/8/2024,7107,298
3/9/2024,7498,298
3/10/2024,6553,298
3/11/2024,6305,298
3/12/2024,6431,298
3/13/2024,6916,298
3/14/2024,6530,298
3/15/2024,7574,298
3/16/2024,7520,298
3/17/2024,6786,298
3/18/2024,6422,298
3/19/2024,6338,298
3/20/2024,6544,296
3/21/2024,6341,296
3/22/2024,6238,296
3/23/2024,6589,296
3/24/2024,6371,296
3/25/2024,5569,296
3/26/2024,5932,296
3/27/2024,5974,296
3/28/2024,6419,296
3/29/2024,6586,296
3/30/2024,7008,296
3/31/2024,6298,296
4/1/2024,5215,296
4/2/2024,4590,296
4/3/2024,5139,296
4/4/2024,5747,296
4/5/2024,6303,296
4/6/2024,6307,296
4/7/2024,5643,296
4/8/2024,5920,296
4/9/2024,6257,296
4/10/2024,7203,296
4/11/2024,7035,296
4/12/2024,7295,296
4/13/2024,7462,296
4/14/2024,6540,296
4/15/2024,5890,296
4/16/2024,6114,296
4/17/2024,6646,296
4/18/2024,6761,296
4/19/2024,6812,296
4/20/2024,7670,296
4/21/2024,6750,296
4/22/2024,6666,296
4/23/2024,6546,296
4/24/2024,6715,296
4/25/2024,6940,296
4/26/2024,7372,296
4/27/2024,7180,296
4/28/2024,6668,296
4/29/2024,6252,296
4/30/2024,6559,296
5/1/2024,7710,287
5/2/2024,8428,287
5/3/2024,7833,287
5/4/2024,7627,287
5/5/2024,6202,287
5/6/2024,5110,287
5/7/2024,5491,287
5/8/2024,5993,287
5/9/2024,6735,287
5/10/2024,7422,287
5/11/2024,7363,287
5/12/2024,6534,287
5/13/2024,6394,287
5/14/2024,6275,287
5/15/2024,6549,287
5/16/2024,6874,287
5/17/2024,6814,287
5/18/2024,7326,287
5/19/2024,7318,287
5/20/2024,6134,287
5/21/2024,6666,287
5/22/2024,6612,287
5/23/2024,7125,287
5/24/2024,7038,287
5/25/2024,7465,287
5/26/2024,6712,287
5/27/2024,6174,287
5/28/2024,6649,287
5/29/2024,6518,287
5/30/2024,6211,287
5/31/2024,6224,287
6/1/2024,6313,287
6/2/2024,6072,287
6/3/2024,6321,287
6/4/2024,6010,287
6/5/2024,6081,287
6/6/2024,6178,287
6/7/2024,6149,287
6/8/2024,7301,287
6/9/2024,6978,287
6/10/2024,5648,287
6/11/2024,4717,287
6/12/2024,5186,287
6/13/2024,6078,287
6/14/2024,6479,287
6/15/2024,7002,287
6/16/2024,6784,287
6/17/2024,6010,287
6/18/2024,6202,287
6/19/2024,6030,287
6/20/2024,6344,287
6/21/2024,6837,287
6/22/2024,6612,287
6/23/2024,6357,287
6/24/2024,5413,287
6/25/2024,6178,287
6/26/2024,6393,287
6/27/2024,6439,287
6/28/2024,7072,287
6/29/2024,7355,287
6/30/2024,6513,287
7/1/2024,5942,287
7/2/2024,5751,287
7/3/2024,5965,287
7/4/2024,6417,287
7/5/2024,6123,287
7/6/2024,6692,287
7/7/2024,6185,287
7/8/2024,5846,287
7/9/2024,6262,287
7/10/2024,6136,287
7/11/2024,6682,287
7/12/2024,6619,287
7/13/2024,7852,287
7/14/2024,7042,287
7/15/2024,6140,287
7/16/2024,6563,287
7/17/2024,7092,287
7/18/2024,7407,287
7/19/2024,7807,287
7/20/2024,8336,287
7/21/2024,7312,287
7/22/2024,6638,287
7/23/2024,6699,287
7/24/2024,6588,287
7/25/2024,6982,287
7/26/2024,7004,287
7/27/2024,7352,287
7/28/2024,7350,287
7/29/2024,6238,287
7/30/2024,6232,287
7/31/2024,6277,287
8/1/2024,6591,288
8/2/2024,6804,288
8/3/2024,7317,288
8/4/2024,7009,288
8/5/2024,6764,288
8/6/2024,6481,288
8/7/2024,7157,288
8/8/2024,7050,288
8/9/2024,7210,288
8/10/2024,7696,288
8/11/2024,7441,288
8/12/2024,6607,288
8/13/2024,6613,288
8/14/2024,6563,288
8/15/2024,6969,288
8/16/2024,7139,288
8/17/2024,7480,288
8/18/2024,7033,288
8/19/2024,6410,288
8/20/2024,6130,288
8/21/2024,6801,288
8/22/2024,6638,288
8/23/2024,6984,288
8/24/2024,7279,288
8/25/2024,6447,288
8/26/2024,6039,288
8/27/2024,6549,288
8/28/2024,6658,288
8/29/2024,5988,288
8/30/2024,6067,288
8/31/2024,6414,288
9/1/2024,5716,288
9/2/2024,5318,288
9/3/2024,5642,288
9/4/2024,6592,288
9/5/2024,5879,288
9/6/2024,6206,288
9/7/2024,6873,288
9/8/2024,6384,288
9/9/2024,6238,288
9/10/2024,7093,288
9/11/2024,6822,288
9/12/2024,6720,288
9/13/2024,6322,288
9/14/2024,6612,288
9/15/2024,6007,288
9/16/2024,5843,288
9/17/2024,4131,288
9/18/2024,4384,288
9/19/2024,5064,288
9/20/2024,6215,288
9/21/2024,6882,288
9/22/2024,6922,288
9/23/2024,6439,288
9/24/2024,7099,288
9/25/2024,6985,288
9/26/2024,7085,288
9/27/2024,7024,288
9/28/2024,6599,288
9/29/2024,6440,288
9/30/2024,6347,288
10/1/2024,7437,278
10/2/2024,8012,278
10/3/2024,7787,278
10/4/2024,7679,278
10/5/2024,7612,278
10/6/2024,7318,278
10/7/2024,5565,278
10/8/2024,5113,278
10/9/2024,5458,278
10/10/2024,5671,278
10/11/2024,6528,278
10/12/2024,7325,278
10/13/2024,6537,278
10/14/2024,6507,278
10/15/2024,6750,278
10/16/2024,6822,278
10/17/2024,6926,278
10/18/2024,7265,278
10/19/2024,7391,278
10/20/2024,7127,278
10/21/2024,6594,278
10/22/2024,6428,278
10/23/2024,6551,278
10/24/2024,6855,278
10/25/2024,7090,278
10/26/2024,7869,278
10/27/2024,6784,278
10/28/2024,7047,278
10/29/2024,6471,278
10/30/2024,6411,278
10/31/2024,6551,278
11/1/2024,6789,278
11/2/2024,7302,278
11/3/2024,6672,278
11/4/2024,6839,278
11/5/2024,6925,278
11/6/2024,6400,278
11/7/2024,7277,278
11/8/2024,7252,278
11/9/2024,8059,278
11/10/2024,7381,278
11/11/2024,6556,278
11/12/2024,7440,278
11/13/2024,7501,278
11/14/2024,7350,278
11/15/2024,7390,278
11/16/2024,8002,278
11/17/2024,7082,278
11/18/2024,6478,278
11/19/2024,6778,278
11/20/2024,7449,278
11/21/2024,7221,277
11/22/2024,7363,277
11/23/2024,7919,277
11/24/2024,6855,277
11/25/2024,6672,275
11/26/2024,6852,275
11/27/2024,7047,275
11/28/2024,6815,275
11/29/2024,7407,275
11/30/2024,7979,271
12/1/2024,7442,271
12/2/2024,6216,271
12/3/2024,6972,270
12/4/2024,6888,270
12/5/2024,7047,270
12/6/2024,7051,270
12/7/2024,7416,270
12/8/2024,7250,270
12/9/2024,6242,270
12/10/2024,6627,253
12/11/2024,6949,253
12/12/2024,6749,253
12/13/2024,7305,253
12/14/2024,7718,253
12/15/2024,6969,253
12/16/2024,6340,253
12/17/2024,6517,253
12/18/2024,6789,253
12/19/2024,6387,253
12/20/2024,6716,279
12/21/2024,6960,279
12/22/2024,6395,279
12/23/2024,6302,279
12/24/2024,6996,279
12/25/2024,7222,279
12/26/2024,6837,279
12/27/2024,7647,279
12/28/2024,8028,279
12/29/2024,7179,279
12/30/2024,6325,279
12/31/2024,7011,279
1/1/2025,7464,279
1/2/2025,6686,276
1/3/2025,6999,276
1/4/2025,8150,276
1/5/2025,7555,276
1/6/2025,7501,276
1/7/2025,7766,276
1/8/2025,7363,276
1/9/2025,7244,276
1/10/2025,7362,276
1/11/2025,8310,276
1/12/2025,7507,276
1/13/2025,6842,276
1/14/2025,7028,276
1/15/2025,7065,276
1/16/2025,6883,276
1/17/2025,7450,276
1/18/2025,7652,276
1/19/2025,6955,276
1/20/2025,6102,276
1/21/2025,6130,276
1/22/2025,5976,276
1/23/2025,6206,280
1/24/2025,5946,280
1/25/2025,5480,280
1/26/2025,4576,280
1/27/2025,3619,280
1/28/2025,3331,280
1/29/2025,5335,280
1/30/2025,6264,280
1/31/2025,7252,280
2/1/2025,7756,280
2/2/2025,7727,280
2/3/2025,7545,280
2/4/2025,7642,280
2/5/2025,7150,280
2/6/2025,6869,280
2/7/2025,7305,280
2/8/2025,7294,280
2/9/2025,6525,280
2/10/2025,6163,280
2/11/2025,6140,280
2/12/2025,5747,280
2/13/2025,5995,280
2/14/2025,6622,280
2/15/2025,7363,280
2/16/2025,7109,280
2/17/2025,6926,280
2/18/2025,6924,280
2/19/2025,7607,280
2/20/2025,7133,280
2/21/2025,7662,280
2/22/2025,8234,280
2/23/2025,7736,280
2/24/2025,6807,280
2/25/2025,6847,280
2/26/2025,7477,286
2/27/2025,7481,286
2/28/2025,7283,286
3/1/2025,7870,286
3/2/2025,7022,286
3/3/2025,7295,286
3/4/2025,7199,291
3/5/2025,7107,279
3/6/2025,6898,273
3/7/2025,7746,273
3/8/2025,7849,273
3/9/2025,7348,273
3/10/2025,7111,273
3/11/2025,7133,273
3/12/2025,7565,273
3/13/2025,7111,273
3/14/2025,6638,273
3/15/2025,7262,273
3/16/2025,7107,273
3/17/2025,6507,273
3/18/2025,7211,273
3/19/2025,7791,273
3/20/2025,7607,273
3/21/2025,7612,273
3/22/2025,7978,273
3/23/2025,6837,273
3/24/2025,6832,273
3/25/2025,7046,273
3/26/2025,7312,273
3/27/2025,6936,273
3/28/2025,7674,273
3/29/2025,7756,273
3/30/2025,6660,273
3/31/2025,5971,273
4/1/2025,6047,273
4/2/2025,6218,273
4/3/2025,6169,273
4/4/2025,6909,273
4/5/2025,7175,273
4/6/2025,5644,273
4/7/2025,5625,273
4/8/2025,6425,273
4/9/2025,6391,273
4/10/2025,6538,273
4/11/2025,7218,273
4/12/2025,7765,273
4/13/2025,7177,273
4/14/2025,6528,273
4/15/2025,6804,273
4/16/2025,7242,271
4/17/2025,6806,271
4/18/2025,7631,271
4/19/2025,8675,271
4/20/2025,7872,271
4/21/2025,6681,271
4/22/2025,6165,270
4/23/2025,6246,270
4/24/2025,6607,270
4/25/2025,7243,270
4/26/2025,7590,270
4/27/2025,7028,270
4/28/2025,6282,270
4/29/2025,5969,270
4/30/2025,6614,270
5/1/2025,8349,270
5/2/2025,8293,270
5/3/2025,8042,270
5/4/2025,7302,270
5/5/2025,6521,270
5/6/2025,5434,270
5/7/2025,5558,270
5/8/2025,5714,270
5/9/2025,6367,270
5/10/2025,7017,270
5/11/2025,6694,270
5/12/2025,6179,270
5/13/2025,6607,270
5/14/2025,6881,270
5/15/2025,6513,270
5/16/2025,7172,270
5/17/2025,7825,270
5/18/2025,7222,270
5/19/2025,6469,270
5/20/2025,6681,270
5/21/2025,6789,270
5/22/2025,6774,270
5/23/2025,7253,270
5/24/2025,7557,270
5/25/2025,7089,270
5/26/2025,6557,270
5/27/2025,6787,270
5/28/2025,6669,270
5/29/2025,6215,270
5/30/2025,6602,270
5/31/2025,7579,270
6/1/2025,7311,270
6/2/2025,6179,270
6/3/2025,5962,270
6/4/2025,6239,270
6/5/2025,6454,270
6/6/2025,6630,270
6/7/2025,7547,270
6/8/2025,7052,270
6/9/2025,6508,270
6/10/2025,6443,270
6/11/2025,6588,270
6/12/2025,6807,270
6/13/2025,7028,270
6/14/2025,7499,270
6/15/2025,6851,270
6/16/2025,6444,270
6/17/2025,6698,270
6/18/2025,6946,270
6/19/2025,6497,270
6/20/2025,6630,270
6/21/2025,7400,269
6/22/2025,7287,269
6/23/2025,6410,269
6/24/2025,6436,269
6/25/2025,6509,269
6/26/2025,6667,269
6/27/2025,7119,269
6/28/2025,7862,269
6/29/2025,7202,269
6/30/2025,6761,269
7/1/2025,6493,269
7/2/2025,6673,269
7/3/2025,6522,269
7/4/2025,6802,270
7/5/2025,7452,270
7/6/2025,7041,270
7/7/2025,6516,270
7/8/2025,6536,270
7/9/2025,6707,270
7/10/2025,6697,270
7/11/2025,7179,270
7/12/2025,7632,270
7/13/2025,7413,270
7/14/2025,7003,270
7/15/2025,6638,270
7/16/2025,6986,270
7/17/2025,7021,270
7/18/2025,7688,270
7/19/2025,7706,270
7/20/2025,5777,270
7/21/2025,6705,270
7/22/2025,6848,270
7/23/2025,7041,270
7/24/2025,6968,270
7/25/2025,7392,270
7/26/2025,8423,270
7/27/2025,8012,270
7/28/2025,7079,270
7/29/2025,7034,270
7/30/2025,6818,270
7/31/2025,6907,270
8/1/2025,7296,270
8/2/2025,8031,270
8/3/2025,7391,270
8/4/2025,6778,270
8/5/2025,6484,270
8/6/2025,6975,270
8/7/2025,7287,270
8/8/2025,7482,270
8/9/2025,8151,270
8/10/2025,7803,270
8/11/2025,7130,270
8/12/2025,7381,270
8/13/2025,7410,270
8/14/2025,7249,270
8/15/2025,7678,270
8/16/2025,8141,270
8/17/2025,7464,270
8/18/2025,6647,270
8/19/2025,6685,270
8/20/2025,7170,270
8/21/2025,7049,270
8/22/2025,7273,270
8/23/2025,7919,270
8/24/2025,7245,270
8/25/2025,6606,270
8/26/2025,6928,270
8/27/2025,7040,270
8/28/2025,6880,270
8/29/2025,7041,270
8/30/2025,7428,270
8/31/2025,6751,270
9/1/2025,6235,270
9/2/2025,6438,270
9/3/2025,6099,270
9/4/2025,6381,270
9/5/2025,6805,270
9/6/2025,6992,270
9/7/2025,6196,270
9/8/2025,5837,270
9/9/2025,6930,270
9/10/2025,7497,270
9/11/2025,6968,270
9/12/2025,7327,270
9/13/2025,7658,270
9/14/2025,6503,270
9/15/2025,6667,270
9/16/2025,6834,270
9/17/2025,7028,270
9/18/2025,7349,270
9/19/2025,7520,270
9/20/2025,8087,270
9/21/2025,7094,270
9/22/2025,6292,285
9/23/2025,1295,285
9/24/2025,879,284
9/25/2025,6184,284
9/26/2025,6833,284
9/27/2025,7721,284
9/28/2025,6911,284
9/29/2025,6653,284
9/30/2025,7176,284
10/1/2025,8165,284
10/2/2025,8537,284
10/3/2025,8428,284
10/4/2025,7964,284
10/5/2025,7425,284
10/6/2025,6625,284
10/7/2025,6786,284
10/8/2025,6012,284
10/9/2025,6156,284
10/10/2025,6655,284
10/11/2025,7427,284
10/12/2025,7363,284
10/13/2025,7299,284
10/14/2025,7279,284
10/15/2025,7258,284
10/16/2025,7640,284
10/17/2025,7867,284
10/18/2025,8454,284
10/19/2025,7329,284
10/20/2025,6662,284
10/21/2025,7106,284
10/22/2025,7095,284
10/23/2025,6697,284
10/24/2025,7163,284
10/25/2025,7740,284
10/26/2025,7128,284
10/27/2025,6818,284
10/28/2025,7071,284
10/29/2025,6900,284
10/30/2025,7076,284
10/31/2025,7184,284
11/1/2025,7676,284
11/2/2025,6696,284
11/3/2025,6228,284
11/4/2025,6604,284
11/5/2025,6712,284
11/6/2025,6794,284
11/7/2025,7061,284
11/8/2025,7605,284
11/9/2025,7098,284
11/10/2025,6327,284
11/11/2025,6542,286
11/12/2025,6917,286
11/13/2025,6881,288
11/14/2025,6987,288
11/15/2025,7561,288
11/16/2025,7269,288
11/17/2025,6707,288
11/18/2025,7043,288
11/19/2025,7422,288
11/20/2025,6973,288
11/21/2025,7296,288
11/22/2025,8102,288
11/23/2025,7434,288
11/24/2025,6539,288
11/25/2025,6577,288
11/26/2025,6675,288
11/27/2025,7067,288
11/28/2025,6911,288
11/29/2025,7115,288
11/30/2025,6783,288
12/1/2025,6588,288
12/2/2025,6941,288
12/3/2025,6929,294
12/4/2025,6780,294
12/5/2025,7334,294
12/6/2025,7769,294
12/7/2025,7446,294
12/8/2025,6872,294
12/9/2025,6976,294
12/10/2025,7355,294
12/11/2025,7217,294
12/12/2025,7575,294
12/13/2025,7851,294
12/14/2025,7355,294
12/15/2025,6645,294
12/16/2025,6883,294
12/17/2025,7241,294
12/18/2025,7367,294
12/19/2025,7404,294
12/20/2025,7812,294
12/21/2025,7315,294
12/22/2025,7093,294
12/23/2025,7555,294
12/24/2025,7797,294
12/25/2025,7698,294
12/26/2025,7525,294
12/27/2025,7422,294
12/28/2025,6980,294
12/29/2025,6611,294
12/30/2025,6646,294
12/31/2025,7274,294
1/1/2026,8575,294
1/2/2026,8139,294
1/3/2026,7427,294
1/4/2026,7185,294
1/5/2026,6956,294
1/6/2026,7450,294
1/7/2026,7838,294
1/8/2026,7573,294
1/9/2026,7618,294
1/10/2026,8129,294
1/11/2026,7581,294
1/12/2026,7155,294
1/13/2026,7364,294
1/14/2026,7456,294
1/15/2026,7300,294
1/16/2026,7527,294
1/17/2026,7859,294
1/18/2026,7561,294
1/19/2026,6881,294
1/20/2026,7234,294
1/21/2026,7520,294
1/22/2026,7494,294
1/23/2026,7809,294
1/24/2026,7915,294
1/25/2026,7586,294
1/26/2026,7011,294
1/27/2026,7119,294
1/28/2026,7444,294
1/29/2026,7280,294
1/30/2026,7433,294
1/31/2026,8150,294
2/1/2026,7599,294
2/2/2026,6868,294
2/3/2026,6784,292
2/4/2026,7017,289
2/5/2026,7140,289
2/6/2026,7672,289
2/7/2026,7962,289
2/8/2026,7270,289
2/9/2026,6335,289
2/10/2026,6202,289
2/11/2026,5613,289
2/12/2026,5468,289
2/13/2026,5134,289
2/14/2026,4464,289
2/15/2026,3936,289
2/16/2026,3518,289
2/17/2026,5271,289
2/18/2026,6585,289
2/19/2026,7980,289
2/20/2026,7881,289
2/21/2026,7988,289
2/22/2026,7699,289
2/23/2026,7073,289
2/24/2026,6813,289
2/25/2026,6644,289
2/26/2026,7120,289
2/27/2026,7451,289
2/28/2026,7436,289
3/1/2026,7091,289
3/2/2026,6255,289
3/3/2026,5836,289
3/4/2026,5808,289
3/5/2026,6099,289
3/6/2026,6804,289
3/7/2026,7626,289
3/8/2026,7092,289
3/9/2026,6789,289
3/10/2026,6851,289
3/11/2026,6909,289
3/12/2026,6995,289
3/13/2026,7478,289
3/14/2026,8041,289
3/15/2026,7248,289
3/16/2026,6605,289
3/17/2026,7018,289
3/18/2026,7236,289
